test_id,category,has_pii,pii_type,input_text,redacted_text,is_redacted,outcome,mean_latency_us,p50_latency_us,p90_latency_us,p99_latency_us
424,Operational_Specs_Dimensions,False,none,Tiles dimension: 600 mm x 600 mm vitrified tiles.,Tiles dimension: 600 mm x 600 mm vitrified tiles.,False,TN,2.376,2.3,2.4,3.303
425,Operational_Specs_Dimensions,False,none,Sofa dimension: 3-seater 72 inches width.,Sofa dimension: 3-seater 72 inches width.,False,TN,2.231,2.2,2.3,3.102
426,Operational_Specs_Dimensions,False,none,Curtain track length: 9 feet aluminum channel.,Curtain track length: 9 feet aluminum channel.,False,TN,2.334,2.3,2.4,3.004
427,Operational_Specs_Dimensions,False,none,Kitchen sink: 24 x 18 inch stainless steel 304 grade.,Kitchen sink: 24 x 18 inch stainless steel 304 grade.,False,TN,2.477,2.5,2.5,2.6
428,Operational_Specs_Dimensions,False,none,Water pressure required: 1.5 bar to 3.0 bar.,Water pressure required: 1.5 bar to 3.0 bar.,False,TN,2.216,2.2,2.3,3.301
429,Operational_Specs_Dimensions,False,none,Gas cylinder weight: 14.2 kg domestic LPG.,Gas cylinder weight: 14.2 kg domestic LPG.,False,TN,2.112,2.1,2.2,2.408
430,Operational_Specs_Dimensions,False,none,Compressor power: 1250 Watts with rotary mechanism.,Compressor power: 1250 Watts with rotary mechanism.,False,TN,2.5,2.5,2.5,2.909
431,Operational_Specs_Dimensions,False,none,Thermostat temperature range: 16°C to 30°C.,Thermostat temperature range: 16°C to 30°C.,False,TN,2.292,2.2,2.5,3.402
432,Operational_Specs_Dimensions,False,none,Filter pore size: 5 micron pre-filter cartridge.,Filter pore size: 5 micron pre-filter cartridge.,False,TN,2.538,2.4,2.8,4.002
433,Operational_Specs_Dimensions,False,none,Drill depth: 40 mm into concrete pillar.,Drill depth: 40 mm into concrete pillar.,False,TN,2.995,2.1,4.62,9.172
434,Operational_Specs_Dimensions,False,none,Door thickness: 35 mm flush door with veneer.,Door thickness: 35 mm flush door with veneer.,False,TN,2.348,2.3,2.5,3.601
435,Operational_Specs_Dimensions,False,none,Cable length: 15 meters 3-core armored cable.,Cable length: 15 meters 3-core armored cable.,False,TN,2.433,2.4,2.6,3.701
436,Operational_Specs_Dimensions,False,none,Pressure gauge reading: 65 psi suction pressure.,Pressure gauge reading: 65 psi suction pressure.,False,TN,2.528,2.4,2.6,3.802
437,Operational_Specs_Dimensions,False,none,Sound level: 38 dB silent outdoor unit operation.,Sound level: 38 dB silent outdoor unit operation.,False,TN,2.507,2.4,2.7,3.801
438,Operational_Specs_Dimensions,False,none,Weight of outdoor unit: 32 kg mounted on brackets.,Weight of outdoor unit: 32 kg mounted on brackets.,False,TN,2.484,2.4,2.5,3.749
439,Operational_Specs_Dimensions,False,none,Chimney suction capacity: 1200 m3/hr with baffle filters.,Chimney suction capacity: 1200 m3/hr with baffle filters.,False,TN,2.809,2.7,3.24,4.303
440,Operational_Specs_Dimensions,False,none,Solar water heater: 200 LPD evacuated tube collector.,Solar water heater: 200 LPD evacuated tube collector.,False,TN,3.025,2.6,3.81,6.013
441,Operational_Specs_Dimensions,False,none,Conduit pipe: 20 mm PVC heavy gauge.,Conduit pipe: 20 mm PVC heavy gauge.,False,TN,1.895,1.9,1.9,3.102
442,Operational_Specs_Dimensions,False,none,Earth resistance measured: 2.4 ohms at pit.,Earth resistance measured: 2.4 ohms at pit.,False,TN,2.2,2.2,2.3,3.3
443,Operational_Specs_Dimensions,False,none,Voltage fluctuation measured: 195V to 255V.,Voltage fluctuation measured: 195V to 255V.,False,TN,2.41,2.2,2.3,3.278
444,Operational_Specs_Dimensions,False,none,Capacitor value: 36 microfarad 440V AC.,Capacitor value: 36 microfarad 440V AC.,False,TN,2.09,2.1,2.1,2.705
445,Operational_Specs_Dimensions,False,none,Pumping head: 25 meters vertical lift.,Pumping head: 25 meters vertical lift.,False,TN,1.993,2.0,2.1,2.309
446,Operational_Specs_Dimensions,False,none,Submersible cable: 3 x 4.0 sq mm flat cable.,Submersible cable: 3 x 4.0 sq mm flat cable.,False,TN,2.256,2.3,2.3,2.5
447,Operational_Specs_Dimensions,False,none,Water heater element: 3 kW copper heating coil.,Water heater element: 3 kW copper heating coil.,False,TN,2.297,2.3,2.4,2.402
448,Operational_Specs_Dimensions,False,none,Stabilizer capacity: 4 kVA automatic voltage regulator.,Stabilizer capacity: 4 kVA automatic voltage regulator.,False,TN,2.744,2.7,2.8,3.048
449,Operational_Specs_Dimensions,False,none,Door frame size: 7 feet x 3 feet teakwood.,Door frame size: 7 feet x 3 feet teakwood.,False,TN,2.06,2.1,2.1,2.201
450,Operational_Specs_Dimensions,False,none,Window grill weight: 28 kg wrought iron.,Window grill weight: 28 kg wrought iron.,False,TN,2.018,2.0,2.1,2.212
451,Operational_Dialogue_Benign,False,none,I need an AC technician for urgent water leakage repair.,I need an AC technician for urgent water leakage repair.,False,TN,2.631,2.6,2.7,2.801
452,Operational_Dialogue_Benign,False,none,Please assign a verified electrician near Adyar.,Please assign a verified electrician near Adyar.,False,TN,2.415,2.4,2.5,2.701
453,Operational_Dialogue_Benign,False,none,Booking ID: BOOKING#b-10293 is currently in progress.,Booking ID: BOOKING#b-10293 is currently in progress.,False,TN,2.59,2.5,2.6,4.224
454,Operational_Dialogue_Benign,False,none,Customer confirmed appointment for tomorrow morning.,Customer confirmed appointment for tomorrow morning.,False,TN,2.64,2.6,2.7,2.801
455,Operational_Dialogue_Benign,False,none,Worker Mohan has accepted the service request.,Worker Mohan has accepted the service request.,False,TN,2.288,2.3,2.4,2.401
456,Operational_Dialogue_Benign,False,none,Can you help me diagnose why the washing machine won't spin?,Can you help me diagnose why the washing machine won't spin?,False,TN,2.74,2.7,2.8,4.004
457,Operational_Dialogue_Benign,False,none,Please make sure the technician carries a ladder.,Please make sure the technician carries a ladder.,False,TN,2.334,2.3,2.4,2.6
458,Operational_Dialogue_Benign,False,none,The technician has completed the task and updated status.,The technician has completed the task and updated status.,False,TN,2.674,2.7,2.7,3.005
459,Operational_Dialogue_Benign,False,none,How do I cancel my pending booking without penalty?,How do I cancel my pending booking without penalty?,False,TN,2.391,2.4,2.41,2.602
460,Operational_Dialogue_Benign,False,none,Transaction reference: TXN-88492041 confirmed via gateway.,Transaction reference: TXN-88492041 confirmed via gateway.,False,TN,2.864,2.8,2.9,3.21
461,Operational_Dialogue_Benign,False,none,Technician rating is 4.8 out of 5 based on 124 jobs.,Technician rating is 4.8 out of 5 based on 124 jobs.,False,TN,2.588,2.5,2.61,3.83
462,Operational_Dialogue_Benign,False,none,Is there any warranty on the ceiling fan repair?,Is there any warranty on the ceiling fan repair?,False,TN,2.29,2.3,2.4,2.502
463,Operational_Dialogue_Benign,False,none,Please provide an itemized receipt for the materials purchased.,Please provide an itemized receipt for the materials purchased.,False,TN,3.217,2.9,3.0,3.787
464,Operational_Dialogue_Benign,False,none,The kitchen sink faucet is dripping continuously.,The kitchen sink faucet is dripping continuously.,False,TN,2.464,2.4,2.5,2.814
465,Operational_Dialogue_Benign,False,none,I would like to reschedule my electrical repair to weekend.,I would like to reschedule my electrical repair to weekend.,False,TN,2.703,2.7,2.8,2.901
466,Operational_Dialogue_Benign,False,none,Assigned technician: Ramesh Kumar (HVAC Specialist).,Assigned technician: Ramesh Kumar (HVAC Specialist).,False,TN,2.579,2.6,2.6,2.703
467,Operational_Dialogue_Benign,False,none,The technician arrived on time and was very professional.,The technician arrived on time and was very professional.,False,TN,2.745,2.7,2.8,3.501
468,Operational_Dialogue_Benign,False,none,Job status updated to completed by service partner.,Job status updated to completed by service partner.,False,TN,2.533,2.5,2.6,3.701
469,Operational_Dialogue_Benign,False,none,Booking reference b-994812 has been marked completed.,Booking reference b-994812 has been marked completed.,False,TN,2.517,2.5,2.6,2.701
470,Operational_Dialogue_Benign,False,none,Do you provide chimney cleaning services in Chennai?,Do you provide chimney cleaning services in Chennai?,False,TN,2.497,2.5,2.6,2.601
471,Operational_Dialogue_Benign,False,none,Customer notes: Please ring the doorbell twice upon arrival.,Customer notes: Please ring the doorbell twice upon arrival.,False,TN,4.308,2.9,5.11,35.609
472,Operational_Dialogue_Benign,False,none,Technician is bringing spare parts for Daikin split AC.,Technician is bringing spare parts for Daikin split AC.,False,TN,2.708,2.6,2.8,3.735
473,Operational_Dialogue_Benign,False,none,We offer standard 30-day service guarantee on all plumbing works.,We offer standard 30-day service guarantee on all plumbing works.,False,TN,3.194,3.1,3.4,5.2
474,Operational_Dialogue_Benign,False,none,Please check if the main water valve is turned off.,Please check if the main water valve is turned off.,False,TN,2.511,2.4,2.5,5.164
475,Operational_Dialogue_Benign,False,none,The circuit breaker trips whenever the geyser is switched on.,The circuit breaker trips whenever the geyser is switched on.,False,TN,2.785,2.8,2.9,3.305
476,Operational_Dialogue_Benign,False,none,Requesting a carpenter to fix wardrobe sliding door.,Requesting a carpenter to fix wardrobe sliding door.,False,TN,2.527,2.5,2.6,2.809
477,Operational_Dialogue_Benign,False,none,Our customer support team is available 24/7 in app.,Our customer support team is available 24/7 in app.,False,TN,2.523,2.5,2.7,3.006
478,Operational_Dialogue_Benign,False,none,Technician background check and police verification is complete.,Technician background check and police verification is complete.,False,TN,3.162,3.0,3.2,8.709
479,Operational_Dialogue_Benign,False,none,Can the worker bring his own drilling machine and vacuum cleaner?,Can the worker bring his own drilling machine and vacuum cleaner?,False,TN,2.954,2.9,3.01,3.803
480,Operational_Dialogue_Benign,False,none,Payment of service fee was received successfully.,Payment of service fee was received successfully.,False,TN,2.596,2.5,2.6,4.627
481,Operational_Dialogue_Benign,False,none,Invoice ID: INV-2026-00491 generated.,Invoice ID: INV-[hidden] generated.,True,FP,2.069,2.1,2.1,2.304
482,Operational_Dialogue_Benign,False,none,Service category selected: Home Appliance Repair.,Service category selected: Home Appliance Repair.,False,TN,2.602,2.4,2.51,7.817
483,Operational_Dialogue_Benign,False,none,Customer has requested female professional for cleaning.,Customer has requested female professional for cleaning.,False,TN,2.698,2.7,2.8,2.801
484,Operational_Dialogue_Benign,False,none,Worker location is within 3.5 km from your premises.,Worker location is within 3.5 km from your premises.,False,TN,2.446,2.4,2.5,3.403
485,Operational_Dialogue_Benign,False,none,Priority matching algorithm assigned the nearest available worker.,Priority matching algorithm assigned the nearest available worker.,False,TN,3.275,3.1,3.3,6.301
486,Operational_Dialogue_Benign,False,none,Please wear a mask and shoe covers inside the flat.,Please wear a mask and shoe covers inside the flat.,False,TN,2.335,2.3,2.4,2.501
487,Operational_Dialogue_Benign,False,none,The refrigerator compressor makes a loud humming sound.,The refrigerator compressor makes a loud humming sound.,False,TN,2.732,2.7,2.8,2.959
488,Operational_Dialogue_Benign,False,none,Technician reported that gas refilling is not required.,Technician reported that gas refilling is not required.,False,TN,2.627,2.6,2.7,3.709
489,Operational_Dialogue_Benign,False,none,Customer rating submitted: 5 stars with positive review.,Customer rating submitted: 5 stars with positive review.,False,TN,2.611,2.6,2.7,2.801
490,Operational_Dialogue_Benign,False,none,Order reference: ORD-991204 has been dispatched.,Order reference: ORD-991204 has been dispatched.,False,TN,2.511,2.4,2.7,3.913
491,Operational_Dialogue_Benign,False,none,Bathroom exhaust fan is jammed and needs oiling.,Bathroom exhaust fan is jammed and needs oiling.,False,TN,2.298,2.3,2.3,3.603
492,Operational_Dialogue_Benign,False,none,Technician has been notified about your gate security code.,Technician has been notified about your gate security code.,False,TN,2.773,2.7,2.8,2.939
493,Operational_Dialogue_Benign,False,none,All technicians carry certified digital ID badges.,All technicians carry certified digital ID badges.,False,TN,2.453,2.45,2.5,2.602
494,Operational_Dialogue_Benign,False,none,Please confirm if the problem is fully resolved.,Please confirm if the problem is fully resolved.,False,TN,2.354,2.3,2.4,3.6
495,Operational_Dialogue_Benign,False,none,No additional service charge is payable to the partner.,No additional service charge is payable to the partner.,False,TN,2.705,2.6,2.8,3.912
496,Operational_Dialogue_Benign,False,none,You can track the technician's real-time ETA on map.,You can track the technician's real-time ETA on map.,False,TN,2.438,2.4,2.5,2.601
497,Operational_Dialogue_Benign,False,none,Service partner will call via masked bridge number.,Service partner will call via masked bridge number.,False,TN,2.459,2.5,2.5,2.602
498,Operational_Dialogue_Benign,False,none,Connect360 ensures 100% data privacy and secure payments.,Connect360 ensures 100% data privacy and secure payments.,False,TN,2.78,2.7,2.8,4.002
499,Operational_Dialogue_Benign,False,none,Thank you for choosing Connect360 home services.,Thank you for choosing Connect360 home services.,False,TN,2.418,2.4,2.5,3.602
500,Operational_Dialogue_Benign,False,none,Your feedback helps us maintain high service quality.,Your feedback helps us maintain high service quality.,False,TN,2.584,2.5,2.6,4.407
